Opportunity Number;Supplies Subgroup;Supplies Group;Sales Stage Change Count;Total Days Identified Through Closing;Total Days Identified Through Qualified;Opportunity Amount USD;Client Size By Revenue;Client Size By Employee Count;Revenue From Client Past Two Years;Competitor Type;Deal Size Category;Lat;Lon;Country_Code;Country;ID;Probabilidad
6646829.0;Exterior Accessories;Car Accessories;4;22;22;100001;5;3;0;Known;5;-11.005904;-47.109375;2;Brasil;2;0.3474847
7914214.0;Interior Accessories;Car Accessories;2;21;21;100001;1;1;0;Known;5;-23.079732;-48.867188;2;Brasil;2;0.20576213
8047136.0;Replacement Parts;Car Accessories;4;4;4;100001;1;1;0;Unknown;5;-11.005904;-47.109375;2;Brasil;2;0.57468647
6762759.0;Motorcycle Parts;Performance & Non-auto;3;21;21;100001;2;3;0;Unknown;5;-24.367114;-68.730469;3;Chile;3;0.2477835
8049542.0;Exterior Accessories;Car Accessories;3;22;22;100001;1;1;0;Unknown;5;-24.367114;-68.730469;3;Chile;3;0.2477835
8484715.0;Motorcycle Parts;Performance & Non-auto;1;0;0;100001;1;1;0;Unknown;5;4.390229;-74.003906;4;Colombia;4;0.6148612
9381978.0;Motorcycle Parts;Performance & Non-auto;3;17;17;100001;1;1;0;Unknown;5;6.83917;-74.179688;4;Colombia;4;0.26366892
7147805.0;Towing & Hitches;Car Accessories;3;17;17;100001;3;5;0;Unknown;5;-11.523088;-73.125;6;Peru;6;0.26366892
7169541.0;Exterior Accessories;Car Accessories;4;5;5;100001;1;1;4;Unknown;5;-9.275622;-75.585938;6;Peru;6;0.66097313
7527880.0;Garage & Car Care;Car Accessories;2;5;5;100001;1;4;0;Known;5;-11.523088;-73.125;6;Peru;6;0.30579436
7609103.0;Batteries & Accessories;Car Accessories;8;31;31;100001;1;1;3;Known;5;-9.275622;-75.585938;6;Peru;6;0.6364886
7670753.0;Shelters & RV;Performance & Non-auto;3;15;15;100001;1;1;0;Unknown;5;-11.523088;-73.125;6;Peru;6;0.28344306
7785526.0;Shelters & RV;Performance & Non-auto;4;14;14;100001;1;1;0;Unknown;5;-9.275622;-75.585938;6;Peru;6;0.425329
9771350.0;Garage & Car Care;Car Accessories;2;0;0;100001;1;1;0;Unknown;5;-5.965754;-79.453125;6;Peru;6;0.33317006
9773910.0;Batteries & Accessories;Car Accessories;2;2;2;100001;1;1;0;Unknown;5;-9.275622;-75.585938;6;Peru;6;0.33317006
9781947.0;Shelters & RV;Performance & Non-auto;2;4;4;100001;1;1;0;Unknown;5;-11.523088;-73.125;6;Peru;6;0.3156383
9783137.0;Replacement Parts;Car Accessories;1;0;0;100001;1;1;0;Unknown;5;-9.275622;-75.585938;6;Peru;6;0.6148612
6027554.0;Batteries & Accessories;Car Accessories;2;33;33;100001;1;1;0;Unknown;5;7.318882;-65.170898;7;Venezuela;7;0.19840756
8351225.0;Towing & Hitches;Car Accessories;2;5;5;100001;1;1;0;Unknown;5;5.309766;-66.401367;7;Venezuela;7;0.30579436
;Motorcycle Parts;Performance & Non-auto;2;4;4;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.3156383
10002922.0;Garage & Car Care;Car Accessories;2;3;3;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.32759324
5332281.0;Motorcycle Parts;Performance & Non-auto;5;90;90;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.32948074
5737120.0;Shelters & RV;Performance & Non-auto;4;45;45;100000;1;5;3;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.4344951
5759042.0;Exterior Accessories;Car Accessories;2;45;45;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.19840756
5898529.0;Exterior Accessories;Car Accessories;12;65;65;100000;1;1;0;Known;5;-16.130262;-63.808594;1;Bolivia;1;0.3675248
6023523.0;Motorcycle Parts;Performance & Non-auto;2;60;60;100000;5;5;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.19840756
6051473.0;Replacement Parts;Car Accessories;2;74;74;100000;1;1;0;Known;5;-16.130262;-63.808594;1;Bolivia;1;0.19840756
6055478.0;Motorcycle Parts;Performance & Non-auto;5;79;79;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.32948074
6073834.0;Replacement Parts;Car Accessories;4;59;59;100000;1;1;0;Known;5;-16.130262;-63.808594;1;Bolivia;1;0.29067418
6122527.0;Replacement Parts;Car Accessories;3;30;30;100000;5;3;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.2477835
6145618.0;Batteries & Accessories;Car Accessories;4;56;56;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.29067418
6173336.0;Batteries & Accessories;Car Accessories;2;55;55;100000;3;2;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.19840756
6199329.0;Motorcycle Parts;Performance & Non-auto;4;38;38;100000;4;5;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.29067418
6252722.0;Replacement Parts;Car Accessories;3;42;42;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.2340473
6252790.0;Shelters & RV;Performance & Non-auto;2;23;23;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.20576213
6255563.0;Motorcycle Parts;Performance & Non-auto;3;24;24;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.2477835
6272979.0;Replacement Parts;Car Accessories;3;22;22;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.2477835
6305409.0;Batteries & Accessories;Car Accessories;4;20;20;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.3745935
6341588.0;Batteries & Accessories;Car Accessories;2;21;21;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.20576213
6367045.0;Shelters & RV;Performance & Non-auto;2;20;20;100000;1;5;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.20576213
6372887.0;Exterior Accessories;Car Accessories;2;47;47;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.19840756
6387428.0;Exterior Accessories;Car Accessories;3;19;19;100000;2;5;0;Known;5;-16.130262;-63.808594;1;Bolivia;1;0.2477835
6475982.0;Garage & Car Care;Car Accessories;5;14;11;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.5926395
6481570.0;Motorcycle Parts;Performance & Non-auto;2;13;13;100000;1;5;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.22531474
6500688.0;Shelters & RV;Performance & Non-auto;6;48;0;100000;1;1;2;None;5;-16.130262;-63.808594;1;Bolivia;1;0.71853244
6526508.0;Interior Accessories;Car Accessories;3;2;2;100000;2;2;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.53143185
6530183.0;Towing & Hitches;Car Accessories;3;13;13;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.29359946
6590972.0;Performance Parts;Performance & Non-auto;4;23;23;100000;4;5;0;Known;5;-16.130262;-63.808594;1;Bolivia;1;0.3135458
6593857.0;Garage & Car Care;Car Accessories;2;25;25;100000;4;5;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.20576213
6639647.0;Replacement Parts;Car Accessories;5;33;33;100000;5;1;0;Known;5;-16.130262;-63.808594;1;Bolivia;1;0.37286487
6640009.0;Batteries & Accessories;Car Accessories;5;49;49;100000;1;3;0;Known;5;-16.130262;-63.808594;1;Bolivia;1;0.32948074
6659275.0;Shelters & RV;Performance & Non-auto;4;6;6;100000;2;4;2;Known;5;-16.130262;-63.808594;1;Bolivia;1;0.66627324
6659820.0;Exterior Accessories;Car Accessories;2;7;7;100000;5;2;0;Known;5;-16.130262;-63.808594;1;Bolivia;1;0.306434
6673507.0;Batteries & Accessories;Car Accessories;3;53;53;100000;5;5;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.2340473
6693627.0;Performance Parts;Performance & Non-auto;2;60;60;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.19840756
6725438.0;Motorcycle Parts;Performance & Non-auto;3;28;28;100000;4;5;3;None;5;-16.130262;-63.808594;1;Bolivia;1;0.50628805
6776821.0;Replacement Parts;Car Accessories;2;51;51;100000;1;1;4;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.27100658
6788460.0;Motorcycle Parts;Performance & Non-auto;5;59;59;100000;5;5;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.32948074
6797700.0;Interior Accessories;Car Accessories;3;29;29;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.2477835
6801315.0;Batteries & Accessories;Car Accessories;3;28;28;100000;5;5;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.2477835
6827442.0;Batteries & Accessories;Car Accessories;3;42;42;100000;4;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.2340473
6827455.0;Batteries & Accessories;Car Accessories;3;24;24;100000;1;1;4;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.5215008
6837940.0;Interior Accessories;Car Accessories;2;12;12;100000;3;5;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.26946673
6858152.0;Batteries & Accessories;Car Accessories;2;25;25;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.20576213
6858194.0;Batteries & Accessories;Car Accessories;2;44;44;100000;1;1;0;None;5;-16.130262;-63.808594;1;Bolivia;1;0.19840756
6858614.0;Replacement Parts;Car Accessories;6;54;46;100000;2;1;0;Known;5;-16.130262;-63.808594;1;Bolivia;1;0.3675248
6867025.0;Shelters & RV;Performance & Non-auto;3;36;36;100000;1;2;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.2340473
6874625.0;Batteries & Accessories;Car Accessories;3;72;72;100000;5;5;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.2340473
6874634.0;Garage & Car Care;Car Accessories;2;12;12;100000;5;5;0;Known;5;-16.130262;-63.808594;1;Bolivia;1;0.26946673
6904694.0;Batteries & Accessories;Car Accessories;3;27;27;100000;1;1;4;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.50476843
6909477.0;Replacement Parts;Car Accessories;4;27;27;100000;1;2;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.29908243
6909556.0;Towing & Hitches;Car Accessories;3;35;9;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.40204388
6915852.0;Batteries & Accessories;Car Accessories;2;1;1;100000;1;4;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.33317006
6918562.0;Batteries & Accessories;Car Accessories;3;52;52;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.2340473
6919191.0;Towing & Hitches;Car Accessories;2;28;28;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.20576213
6928062.0;Garage & Car Care;Car Accessories;3;4;4;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.5114694
6932526.0;Batteries & Accessories;Car Accessories;2;7;7;100000;1;1;0;Known;5;-16.130262;-63.808594;1;Bolivia;1;0.306434
6965826.0;Batteries & Accessories;Car Accessories;2;0;0;100000;5;1;4;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.48017257
6973972.0;Shelters & RV;Performance & Non-auto;3;27;27;100000;1;5;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.2477835
7007613.0;Exterior Accessories;Car Accessories;2;11;11;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.2860889
7032758.0;Batteries & Accessories;Car Accessories;3;12;12;100000;1;1;3;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.53457797
7038356.0;Replacement Parts;Car Accessories;2;35;35;100000;1;1;0;Known;5;-16.130262;-63.808594;1;Bolivia;1;0.19840756
7051410.0;Shelters & RV;Performance & Non-auto;3;7;7;100000;1;3;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.49503583
7059560.0;Replacement Parts;Car Accessories;3;10;10;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.3540517
7110165.0;Exterior Accessories;Car Accessories;2;15;15;100000;4;5;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.21236537
7113464.0;Motorcycle Parts;Performance & Non-auto;2;34;34;100000;3;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.19840756
7114301.0;Garage & Car Care;Car Accessories;8;23;23;100000;1;1;0;Known;5;-16.130262;-63.808594;1;Bolivia;1;0.43412533
7153489.0;Motorcycle Parts;Performance & Non-auto;7;11;11;100000;3;4;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.5926395
7169328.0;Batteries & Accessories;Car Accessories;3;34;34;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.2340473
7176076.0;Motorcycle Parts;Performance & Non-auto;5;61;61;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.32948074
7188391.0;Performance Parts;Performance & Non-auto;3;60;60;100000;1;4;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.2340473
7198214.0;Shelters & RV;Performance & Non-auto;2;38;38;100000;1;5;4;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.27424583
7201966.0;Batteries & Accessories;Car Accessories;3;29;29;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.2477835
7202000.0;Batteries & Accessories;Car Accessories;3;24;24;100000;1;1;3;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.52301764
7208493.0;Shelters & RV;Performance & Non-auto;2;32;32;100000;1;5;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.20576213
7212002.0;Motorcycle Parts;Performance & Non-auto;5;39;25;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.39436933
7212537.0;Interior Accessories;Car Accessories;2;23;23;100000;4;4;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.20576213
7212579.0;Shelters & RV;Performance & Non-auto;3;29;29;100000;1;1;0;Known;5;-16.130262;-63.808594;1;Bolivia;1;0.2477835
7226889.0;Exterior Accessories;Car Accessories;3;13;13;100000;1;4;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.29359946
7243263.0;Exterior Accessories;Car Accessories;2;38;38;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.19840756
7246448.0;Exterior Accessories;Car Accessories;2;0;0;100000;2;1;0;Known;5;-16.130262;-63.808594;1;Bolivia;1;0.33317006
7258417.0;Motorcycle Parts;Performance & Non-auto;4;33;33;100000;2;5;0;None;5;-16.130262;-63.808594;1;Bolivia;1;0.29067418
7278178.0;Batteries & Accessories;Car Accessories;3;15;15;100000;1;1;0;Known;5;-16.130262;-63.808594;1;Bolivia;1;0.28344306
7285433.0;Shelters & RV;Performance & Non-auto;2;0;0;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.33317006
7313115.0;Exterior Accessories;Car Accessories;16;43;42;100000;1;3;0;Known;5;-16.130262;-63.808594;1;Bolivia;1;0.3675248
7350412.0;Batteries & Accessories;Car Accessories;4;54;54;100000;1;1;0;Known;5;-16.130262;-63.808594;1;Bolivia;1;0.29067418
7364991.0;Batteries & Accessories;Car Accessories;4;7;7;100000;1;3;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.5726531
7373880.0;Motorcycle Parts;Performance & Non-auto;2;6;6;100000;5;5;0;None;5;-16.130262;-63.808594;1;Bolivia;1;0.306434
7413018.0;Towing & Hitches;Car Accessories;2;52;52;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.19840756
7466276.0;Performance Parts;Performance & Non-auto;2;19;19;100000;2;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.20576213
7478228.0;Motorcycle Parts;Performance & Non-auto;3;14;14;100000;1;1;0;Known;5;-16.130262;-63.808594;1;Bolivia;1;0.29359946
7499049.0;Interior Accessories;Car Accessories;2;2;2;100000;1;3;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.33317006
7528237.0;Replacement Parts;Car Accessories;2;6;6;100000;1;1;0;None;5;-16.130262;-63.808594;1;Bolivia;1;0.306434
7541859.0;Interior Accessories;Car Accessories;2;29;29;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.20576213
7546164.0;Towing & Hitches;Car Accessories;3;19;19;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.2477835
7564147.0;Replacement Parts;Car Accessories;6;46;46;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.3675248
7572771.0;Batteries & Accessories;Car Accessories;2;15;15;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.21236537
7582966.0;Garage & Car Care;Car Accessories;2;25;25;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.20576213
7586955.0;Motorcycle Parts;Performance & Non-auto;3;35;35;100000;1;1;0;Known;5;-16.130262;-63.808594;1;Bolivia;1;0.2340473
7608504.0;Performance Parts;Performance & Non-auto;2;26;26;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.20576213
7612602.0;Motorcycle Parts;Performance & Non-auto;3;44;44;100000;1;1;0;Known;5;-16.130262;-63.808594;1;Bolivia;1;0.2340473
7615635.0;Shelters & RV;Performance & Non-auto;3;26;26;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.2477835
7634211.0;Exterior Accessories;Car Accessories;3;43;43;100000;1;1;3;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.36641484
7662899.0;Interior Accessories;Car Accessories;4;9;9;100000;1;1;0;None;5;-16.130262;-63.808594;1;Bolivia;1;0.54496133
7663488.0;Batteries & Accessories;Car Accessories;2;41;41;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.19840756
7692854.0;Batteries & Accessories;Car Accessories;2;41;41;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.19840756
7709282.0;Shelters & RV;Performance & Non-auto;3;1;1;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.53143185
7712883.0;Interior Accessories;Car Accessories;3;40;40;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.2340473
7724148.0;Interior Accessories;Car Accessories;3;40;40;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.2340473
7752846.0;Interior Accessories;Car Accessories;2;40;40;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.19840756
7768144.0;Garage & Car Care;Car Accessories;3;8;8;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.45544192
7777649.0;Replacement Parts;Car Accessories;2;1;1;100000;1;1;0;Known;5;-16.130262;-63.808594;1;Bolivia;1;0.33317006
7787900.0;Shelters & RV;Performance & Non-auto;5;8;8;100000;1;1;3;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.6293871
7790987.0;Shelters & RV;Performance & Non-auto;3;5;5;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.47611275
7791897.0;Towing & Hitches;Car Accessories;3;23;23;100000;1;1;0;Known;5;-16.130262;-63.808594;1;Bolivia;1;0.2477835
7811619.0;Exterior Accessories;Car Accessories;4;36;36;100000;1;1;0;Known;5;-16.130262;-63.808594;1;Bolivia;1;0.29067418
7854889.0;Batteries & Accessories;Car Accessories;2;23;23;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.20576213
7854978.0;Batteries & Accessories;Car Accessories;6;34;34;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.38186115
7864242.0;Replacement Parts;Car Accessories;3;3;3;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.52514994
7871669.0;Shelters & RV;Performance & Non-auto;2;3;3;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.32759324
7872150.0;Motorcycle Parts;Performance & Non-auto;4;20;20;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.3745935
7892251.0;Interior Accessories;Car Accessories;3;31;31;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.2477835
7913951.0;Exterior Accessories;Car Accessories;2;10;10;100000;1;1;0;Known;5;-16.130262;-63.808594;1;Bolivia;1;0.2860889
7963104.0;Batteries & Accessories;Car Accessories;3;31;31;100000;1;1;0;Known;5;-16.130262;-63.808594;1;Bolivia;1;0.2477835
7963811.0;Interior Accessories;Car Accessories;3;2;2;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.53143185
7983631.0;Towing & Hitches;Car Accessories;2;0;0;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.33317006
7993527.0;Interior Accessories;Car Accessories;2;3;3;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.32759324
7993545.0;Interior Accessories;Car Accessories;2;39;39;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.19840756
8068620.0;Interior Accessories;Car Accessories;3;28;28;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.2477835
8071871.0;Motorcycle Parts;Performance & Non-auto;2;0;0;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.33317006
8071950.0;Motorcycle Parts;Performance & Non-auto;2;0;0;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.33317006
8076086.0;Exterior Accessories;Car Accessories;2;27;27;100000;1;1;0;Known;5;-16.130262;-63.808594;1;Bolivia;1;0.20576213
8076263.0;Shelters & RV;Performance & Non-auto;3;2;2;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.53143185
8092817.0;Interior Accessories;Car Accessories;4;28;28;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.29908243
8100319.0;Motorcycle Parts;Performance & Non-auto;3;8;8;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.45544192
8107372.0;Towing & Hitches;Car Accessories;2;15;15;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.21236537
8110658.0;Interior Accessories;Car Accessories;3;26;26;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.2477835
8124315.0;Batteries & Accessories;Car Accessories;5;38;38;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.32948074
8127376.0;Batteries & Accessories;Car Accessories;2;32;32;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.20576213
8139392.0;Interior Accessories;Car Accessories;3;25;25;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.2477835
8144844.0;Interior Accessories;Car Accessories;3;25;25;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.2477835
8144911.0;Interior Accessories;Car Accessories;3;25;25;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.2477835
8144931.0;Interior Accessories;Car Accessories;3;25;25;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.2477835
8148807.0;Interior Accessories;Car Accessories;3;25;25;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.2477835
8148968.0;Interior Accessories;Car Accessories;3;25;25;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.2477835
8148998.0;Interior Accessories;Car Accessories;3;25;25;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.2477835
8151873.0;Towing & Hitches;Car Accessories;3;20;20;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.2477835
8171289.0;Motorcycle Parts;Performance & Non-auto;1;0;0;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.5850241
8171891.0;Interior Accessories;Car Accessories;3;24;24;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.2477835
8186419.0;Garage & Car Care;Car Accessories;2;0;0;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.33317006
8211792.0;Batteries & Accessories;Car Accessories;2;21;21;100000;1;1;4;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.27424583
8216148.0;Shelters & RV;Performance & Non-auto;4;23;23;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.3135458
8219408.0;Towing & Hitches;Car Accessories;3;28;28;100000;1;1;4;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.50476843
8219843.0;Interior Accessories;Car Accessories;3;30;30;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.2477835
8220286.0;Batteries & Accessories;Car Accessories;3;10;10;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.3540517
8227228.0;Replacement Parts;Car Accessories;2;31;31;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.20576213
8232029.0;Exterior Accessories;Car Accessories;2;0;0;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.33317006
8235901.0;Performance Parts;Performance & Non-auto;4;18;18;100000;1;1;0;Known;5;-16.130262;-63.808594;1;Bolivia;1;0.3877522
8244395.0;Performance Parts;Performance & Non-auto;1;0;0;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.5850241
8256940.0;Motorcycle Parts;Performance & Non-auto;2;0;0;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.33317006
8256978.0;Exterior Accessories;Car Accessories;5;12;12;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.5882934
8257103.0;Exterior Accessories;Car Accessories;2;0;0;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.33317006
8257113.0;Exterior Accessories;Car Accessories;2;0;0;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.33317006
8260832.0;Exterior Accessories;Car Accessories;2;0;0;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.33317006
8264766.0;Interior Accessories;Car Accessories;2;21;21;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.20576213
8265760.0;Batteries & Accessories;Car Accessories;3;8;8;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.45544192
8269590.0;Shelters & RV;Performance & Non-auto;3;16;16;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.28344306
8269690.0;Exterior Accessories;Car Accessories;3;4;4;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.5114694
8270708.0;Batteries & Accessories;Car Accessories;3;8;8;100000;1;1;3;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.5817385
8282831.0;Exterior Accessories;Car Accessories;2;0;0;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.33317006
8282845.0;Exterior Accessories;Car Accessories;2;0;0;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.33317006
8282895.0;Exterior Accessories;Car Accessories;2;0;0;100000;1;1;0;Unknown;5;-16.130262;-63.808594;1;Bolivia;1;0.33317006
